1===华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G手机 双卡双待===579.00===http://img12.360buyimg.com/n1/s450x450_jfs/t21043/186/220467895/46630/3417464c/5b0517ccN295c6fdb.jpg===华为（HUAWEI）===1440*720===7421462===https://item.jd.com/7421462.html===jd===194===4
2===荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 蓝水翡翠 全面屏手机===2699.00===http://img13.360buyimg.com/n1/s450x450_jfs/t1/35493/30/14545/210121/5d280052E1187c175/e9ad9735fc3f0686.jpg===华为（HUAWEI）===FHD+ 2340×1080像素===100006769698===https://item.jd.com/100006769698.html===jd===91===193
3===小米 红米6 全网通版 3GB内存 流沙金 32GB 移动联通电信4G手机 双卡双待===699.00===http://img13.360buyimg.com/n1/s450x450_jfs/t23713/345/1055487386/252149/77642e5a/5b4ee0e7N4e9893ac.jpg===小米（MI）===1440*720===7651903===https://item.jd.com/7651903.html===jd===74===151
4===华为 HUAWEI nova 3i 全面屏高清四摄游戏手机6GB+128GB 亮黑色 全网通移动联通电信4G手机双卡双待===1599.00===http://img12.360buyimg.com/n1/s450x450_jfs/t1/1717/22/4137/189715/5b9b62e1E14bd7f03/c522c2da3c36757a.jpg===华为（HUAWEI）===2340*1080像素===100000322942===https://item.jd.com/100000322942.html===jd===97===175
5===小米8SE 骁龙710 三星 AMOLED全面屏 前置2000万柔光自拍 灰色 6GB+64GB 游戏智能拍照手机===1299.00===http://img11.360buyimg.com/n1/s450x450_jfs/t22330/332/515182850/188708/3dbe80f8/5b0fbaabN3229c7a3.jpg===小米（MI）===2244x1080===7437786===https://item.jd.com/7437786.html===jd===64===21
6===荣耀9X 麒麟810 4000mAh超强续航 4800万超清夜拍 6.59英寸升降全面屏 全网通4GB+64GB 魅海蓝===1399.00===http://img12.360buyimg.com/n1/s450x450_jfs/t1/38376/31/12243/397999/5d36c0b0E4fe67576/ad031fec5819110f.jpg===华为（HUAWEI）===1080*2340===100006635632===https://item.jd.com/100006635632.html===jd===27===179
7===Apple iPhone XS Max (A2104) 256GB 深空灰色 移动联通电信4G手机 双卡双待===8999.00===http://img13.360buyimg.com/n1/s450x450_jfs/t1/3/15/4536/138660/5b997bf8Ed72ebce7/819dcf182d743897.jpg===Apple===2688*1242===100000287113===https://item.jd.com/100000287113.html===jd===142===34
8===Redmi K20 索尼4800万超广角三摄 AMOLED弹出式全面屏 第七代屏下指纹 6GB+128GB 冰川蓝 游戏智能手机 小米 红米===1999.00===http://img12.360buyimg.com/n1/s450x450_jfs/t1/41104/29/5202/217626/5cebc531Ee9021f58/eb81e63fe725a946.jpg===小米（MI）===2340×1080===100003582587===https://item.jd.com/100003582587.html===jd===29===30
9===华为（HUAWEI）荣耀畅玩8A 移动联通电信全网通4G 全面屏智能老人老年学生手机 双卡双待 幻夜黑 (3G RAM+32G ROM)===688.00===http://img11.360buyimg.com/n1/s450x450_jfs/t1/30652/13/3111/107112/5c720612E740dfac3/7beca5458357e7be.jpg===华为（HUAWEI）======40784838666===https://item.jd.com/40784838666.html===jd===119===47
10===一加 OnePlus 7 Pro 2K+90Hz 流体屏 骁龙855旗舰 4800万超广角三摄 8GB+256GB 星雾蓝 全面屏拍照游戏手机===4499.00===http://img11.360buyimg.com/n1/s450x450_jfs/t1/40586/1/11155/200870/5d49255fEa7738b29/b3e5895230af9915.jpg===一加===3120×1440===100005502446===https://item.jd.com/100005502446.html===jd===106===145
